x,y
37.52679389584989,127.00120496198043
37.5271845,127.00046779999998
37.52597038909597,126.99734604398262
37.525748,126.99813050000002
37.5276961,127.00237530000001
37.527389300025256,127.00229934998498
37.52839482329798,127.00204451972124
37.527679199999994,127.0027525
37.55432422130962,127.03431625980056
37.54727650013444,127.03649484623939
37.552169255807556,127.03544158284622
37.555982400000005,127.0511876
37.520115884634,126.99380854201611
37.5159654,126.986348
37.52030457549444,126.99055032880831
37.547426327795236,127.0029537772046
37.54729505005352,127.00357099989948
37.54699900146174,127.00247437674953
37.54680780002026,127.002977499897
37.51714216727889,126.9703303867296
37.57171060000001,127.03531850000002
37.54158707025625,127.0194707751198
37.5418977,127.020383
37.56112717692963,127.03546159895424
37.55964618354946,127.03366103340345
37.56045492509306,127.03452359975371
37.56267199999999,127.0359622
37.55511010000001,127.03432699999999
37.55169461199629,127.00030523684565
37.551233638807346,127.00058703294263
37.55295347895416,127.00082220627921
37.55066731065627,126.9987553706837
37.543587942754506,127.0414593354283
37.542262,127.04069970000002
37.5417554,127.0404822
37.542475399999994,127.04003550000002
37.53636375007352,126.99521355014488
37.536411799999996,126.9926706
37.537173499999994,126.99462590000002
37.53709210006316,126.99198209996004
37.53557868362719,126.99402690996041
37.536752899999996,126.9907102
37.53945086134687,126.99544640311483
37.538060200001574,126.9950804000121
37.5397333,126.9950824
37.53860340000001,126.99475709999999
37.540362747599126,126.99696671977144
37.5404552,126.99625020000002
37.537961300000006,126.989579
37.536579422998194,126.98865917710106
37.5370788,126.9906088
37.5378533,126.98882470000001
37.53882449999999,126.9900744
37.539277850017655,126.98926619996507
37.539205313093966,126.99078351589766
37.53864349999999,126.9906769
37.53973091705934,126.99065107560563
37.5396046,126.99175359999998
37.53923442801809,126.9922021007068
37.53989760000001,126.99197290000001
37.535161850017154,126.99525885005806
37.53461165000971,126.99557040002946
37.535006,126.9944347
37.5351953,126.9957598
37.5354938,126.99536020000001
37.53607740000001,126.9950432
37.535963,126.9958292
37.5362288,126.99609060000002
37.536117999999995,126.99640410000002
37.536418750006085,126.99675440003841
37.5352019500878,126.99672189998202
37.53528819999999,126.99746359999999
37.535773400000004,126.99548310000002
37.535177299999994,126.9961728
37.53762269999999,126.99520839999998
37.5372296,126.99274939999998
37.5374025,126.99546
37.53705779999999,126.9959409
37.5379415,126.9962114
37.538628100000004,126.99684260000001
37.5385534,126.99839420000002
37.5374493,126.99653809999998
37.5357399,126.9974701
37.53648239999999,126.99722449999999
37.537468900008776,126.99739855005595
37.5379006,126.9981823
37.537967599999995,126.9988142
37.5375037500136,126.99793209995136
37.538257099999996,126.9982272
37.53829670003659,127.00070839995426
37.5374527000658,127.00033570008799
37.53776277288706,126.9995404743981
37.53580935005034,126.99832965007677
37.5366178,126.99762500000001
37.536688900020174,126.9980272999976
37.53618760003213,126.99910055003683
37.53808729999999,126.99970530000002
37.53717074880893,126.99868759006654
37.536651899999995,126.998443
37.536575199999994,126.99877199999999
37.536443199999994,126.9992492
37.537099700051215,127.0000696500788
37.5368567,127.00054090000002
37.54131490000001,126.9864231
37.54156630000001,126.98613670000002
37.5410895,126.98704500000001
37.543469900000005,126.9836725
37.54177490000001,126.98650640000001
37.5417678,126.98570590000001
37.54255129999999,126.98570480000001
37.54305960004141,126.98615930014044
37.54227800000001,126.98605040000001
37.54365666557837,126.98419057932999
37.5426297,126.98644250000001
37.541823790883036,126.98715806739236
37.54241429999999,126.9866688
37.54249195001183,126.98754345000765
37.54351919999999,126.98522410000001
37.544191,126.98443899999998
37.543798050044394,126.98558335001523
