,lat,lon
8510,37.54400902530022,127.01551114595384
8511,37.54378545041082,127.01508133165235
8512,37.54346200608225,127.01384642564966
8520,37.55848551894076,127.03349906761048
8521,37.55831294199503,127.03345001106813
8522,37.56010073680993,127.04135065579148
8523,37.55997822471865,127.04176739963404
8524,37.54496763943269,127.01697787981632
8525,37.54504866284685,127.01714162096852
8532,37.55855922309274,127.0341616008945
8533,37.55875314807531,127.03496249995736
8534,37.55960774253965,127.03377070625854
8557,37.56204770674472,127.03450918128488
8558,37.56213983140316,127.03390416338122
8559,37.56231087044608,127.03408322513958
8560,37.562670577949085,127.03350984341968
8564,37.56813934335666,127.0455884799425
8568,37.56083768885682,127.0354650355399
8572,37.5481362793976,127.06653661777992
8577,37.55870958304003,127.03597775555755
8580,37.55552235240347,127.02512727992892
8598,37.55556076311437,127.02549146367332
8599,37.55607155651654,127.02658932581257
8600,37.55586759729888,127.02663077717878
8607,37.5551694082351,127.02488654557716
8614,37.53934184696303,127.05365353554272
8615,37.53925880433407,127.05375202426708
8648,37.53886483114879,127.05520230065126
8697,37.54166335214023,127.01710638223132
8700,37.54118098071373,127.0160034332533
8701,37.54134966742989,127.01658866489488
8702,37.541378591529984,127.01712253544493
8737,37.5443053284174,127.05644821456562
8738,37.54369932265679,127.05680542438428
8739,37.54410316011148,127.05707765454255
8750,37.54439157392694,127.05718241114594
8751,37.54651884925304,127.0577306713422
8754,37.55375691694202,127.0370070806095
8755,37.55384375473911,127.03694778814726
8756,37.554335909722944,127.03613346802857
8757,37.55427532239992,127.0362472350708
8758,37.55482259419285,127.03532233464122
8759,37.554879608157,127.03514612606055
8769,37.54639826237921,127.05780474950431
8770,37.546321371478,127.05767296771468
8771,37.545716531822336,127.0543773808419
8772,37.54732685078137,127.05512704940313
8775,37.55486463617435,127.03498087246162
8776,37.55465519766378,127.0346344148933
8777,37.55456977904858,127.03401889774536
8778,37.55389524005327,127.0335217903475
8801,37.55632757098559,127.035042249194
8802,37.55630078057539,127.03537339040872
8803,37.55634346590733,127.03547242350622
8934,37.56222988557767,127.06520736184942
8966,37.54809075084789,127.04373491312168
8967,37.54815830396559,127.04382796272444
8968,37.54804737778252,127.04388500698911
8969,37.548395048778346,127.0448815276744
8977,37.54830542722268,127.04451861141662
8978,37.54812564802445,127.04433766519188
8991,37.55436743036989,127.03445990062066
8992,37.542814263936535,127.01236939121826
8993,37.56073035988145,127.07104347616148
9070,37.561175821319786,127.06821911781896
9092,37.56130386960169,127.07094407406908
9192,37.57215493109243,127.04437666631812
9193,37.5725478768814,127.04456096897636
9289,37.56619315668181,127.03466456306424
9290,37.5661710481958,127.03483876219612
9291,37.56620679230136,127.03580947662428
9292,37.56730164264217,127.03671377810902
9322,37.5677429200257,127.03029211008035
9323,37.56726993222563,127.03026134104384
9339,37.56541805049535,127.03022165948788
9352,37.56317054622068,127.032528663764
9353,37.56470268506739,127.03021886808988
9363,37.56372653466237,127.031235183385
9364,37.563639154612,127.03275940283014
9482,37.56990085510248,127.04908372494354
9486,37.56956895238763,127.0486922247436
9489,37.56894666383696,127.04954464268089
9501,37.572999029903045,127.04682167855483
9502,37.57299469716192,127.04699035456257
9513,37.56830014229775,127.0511333499662
9514,37.57372418935304,127.04569699363871
9516,37.57403580784168,127.0459686533605
9555,37.56094318151831,127.06989085392816
9556,37.543504909204046,127.0136507781166
9647,37.57343261106455,127.0423331731998
9648,37.57413538636559,127.04284663218084
9657,37.57014186663152,127.03749721899936
9658,37.5718498703461,127.03657171801711
9659,37.57102100023448,127.03773537228032
9660,37.56669757857636,127.0547695126486
9664,37.56742297573668,127.05380011486784
9665,37.56754974138113,127.05376554663953
9666,37.56587599162639,127.0536282157607
9673,37.57492867318109,127.04336827592785
9674,37.57452971016161,127.04392326847407
9677,37.57496672107303,127.0393275720196
9678,37.575100513208376,127.039345843936
9692,37.56822269820074,127.05273868106256
9693,37.568843173398655,127.05191347460938
9715,37.56649922038755,127.03679059001222
9739,37.56606010581347,127.03578326131768
9740,37.565646672935216,127.03569220266672
9741,37.56558647448218,127.03574226761184
9742,37.56553306030755,127.0362878453668
9743,37.565512620198696,127.036597986459
9777,37.56336007291902,127.05793992451945
9785,37.56350157564157,127.05863771454972
9786,37.56385622949917,127.05900876855311
9787,37.56434574400183,127.05967939738994
9819,37.56942525411698,127.03662312294828
9820,37.56947313823496,127.0367081358186
9821,37.56939181866045,127.03676335661704
9822,37.56870488169782,127.03650784028748
9823,37.568675897546576,127.03656048106068
9824,37.56858920241435,127.03648192848595
9825,37.569352033295125,127.0366818759599
9826,37.57305278394374,127.04209933172868
9827,37.57337138449628,127.0410356990259
9828,37.573572809041735,127.04034587599058
9834,37.57243905083744,127.03045536240502
9835,37.57241654724648,127.0306799729284
9856,37.56861611933667,127.03038173487786
9857,37.56914290927293,127.03038606859312
9863,37.57041526011407,127.03049602545742
9864,37.570443000520406,127.03026703167616
9901,37.56830804046567,127.05482085206565
9986,37.555049888951295,127.02000648818672
9997,37.56445913903729,127.05555709755718
9998,37.563316086063,127.05605953048754
10004,37.565977447895456,127.0557297875483
10011,37.57035734178804,127.04279463918958
10012,37.570362031595145,127.04266207177214
10329,37.571320420774406,127.03046740579258
10350,37.57397805939523,127.03733588062444
10438,37.55448786670084,127.019785841594
10442,37.566498310815454,127.03330538218364
10448,37.558196984504285,127.02386993863423
10449,37.5608703762514,127.04717017216812
10493,37.55863251808795,127.0358731165372
10494,37.55757292705074,127.02474732102893
10514,37.54740284010849,127.05503115916927
10516,37.55459367592562,127.03603731421155
10517,37.55624823168561,127.03578128681472
10577,37.5479939050588,127.0415764011592
10741,37.56391433685534,127.0562972858894
12276,37.56800413626845,127.05078619092755
12350,37.562936042312025,127.03247861794222
12423,37.547981974100274,127.06293239621478
12440,37.55002819095763,127.05447181941598
12441,37.549369814520695,127.0560532145621
12442,37.54859088603749,127.0557398466424
12479,37.541730506311815,127.01942727052231
12493,37.54144061202721,127.017674143194
12496,37.55354548108176,127.03769956766614
12508,37.55347598084805,127.03774903255048
12509,37.55200481263204,127.0363613211292
12510,37.55180676005673,127.036042634623
12511,37.54103687308778,127.04655382473916
12534,37.57193734816752,127.0444608223395
12575,37.56678217457693,127.03087235108504
12581,37.5663624491167,127.03327157751993
12621,37.55574395650357,127.02327826459909
12631,37.54861511802195,127.05827469339197
12682,37.54797004512445,127.05537868233436
12683,37.547702034998935,127.05792355964007
12695,37.54727293911337,127.057801892126
12696,37.54644498634404,127.05759394118472
12697,37.54653845857135,127.05729095490476
12698,37.54668263395821,127.05645979534896
12699,37.546662642832565,127.05639273587065
12700,37.54717151098264,127.05554990001755
12701,37.54709959205061,127.05548960502736
12702,37.54716397357019,127.05547250116987
12746,37.54488703731999,127.05719618781012
12747,37.54482556021102,127.05736878267554
12748,37.54494620698456,127.0573027612128
12799,37.548509248430825,127.0164637577431
12823,37.5494210229364,127.05159693184558
12883,37.54580522868165,127.0576226958759
12893,37.54698717624783,127.01655428863904
13105,37.54835902274593,127.05129024557772
13136,37.5587499239838,127.03551108921552
13137,37.55868103148014,127.03555148740632
13138,37.55800472178073,127.03517713063172
13277,37.53956649589868,127.05776767477477
13279,37.54003294431061,127.0554731554446
13310,37.565585636569146,127.04008198776656
13347,37.54226524575064,127.06323837867792
13349,37.55992675497301,127.0410659118056
13393,37.55475244557787,127.02062513880362
13424,37.54221047442484,127.05618264156064
13425,37.54215054903069,127.05634891844863
13426,37.54277423820602,127.05429242803469
13432,37.539758150211256,127.03518177753423
13433,37.5395703471006,127.0356242171613
13533,37.56044296973734,127.070458801657
13534,37.5609002511643,127.07026492519653
13535,37.54154662603211,127.01647046175223
13536,37.54155845868348,127.01700273188752
13537,37.54302514249978,127.01541950479084
13553,37.54403395465426,127.04941869571724
13554,37.54378141658583,127.04936684375936
13570,37.54613080319538,127.0446218208116
13591,37.55333886463193,127.02056777871016
13602,37.55216499113882,127.02072844204858
13617,37.56447173992871,127.0368578582052
13618,37.5644795554736,127.03702648569308
13624,37.562574654782,127.03072463234967
13625,37.562432711511406,127.0307319705017
13626,37.56158815693417,127.03087042922614
13675,37.541077196925286,127.01751429285532
13690,37.55865923237772,127.0506473681227
13708,37.56630003266133,127.03494492477586
13748,37.56679506398978,127.04428046061804
13751,37.544649122277015,127.0492777150537
13752,37.5446826462746,127.04940407985326
13753,37.544373891985,127.04954608025884
13825,37.57091889286998,127.0342177253911
13826,37.571622005565104,127.03543499992236
13841,37.54188858108122,127.04407067023368
13956,37.56129671921755,127.049307117162
13957,37.5614310116239,127.0492768184183
14003,37.54911709276995,127.01967578741365
14029,37.55027711621788,127.02029277570594
14080,37.57475206228945,127.04409559526786
14083,37.57482459641516,127.04339823864956
14084,37.57496483598737,127.04350398020382
14120,37.56717247567154,127.04346707382588
14133,37.56561412262348,127.0412034306248
14134,37.56614009266185,127.04158434585722
14148,37.5615483371221,127.04917700739388
14208,37.55802675821713,127.0244058058336
14222,37.558404075249605,127.02587845713954
14369,37.54020001288091,127.0576940636337
14370,37.54009003198856,127.05767715254352
14372,37.5557546281177,127.02375880934768
14374,37.53890118555448,127.05772866840924
14383,37.538820054344704,127.0578137301655
14384,37.53877010494212,127.05773862091654
14385,37.53825449866376,127.05754429579238
14398,37.56799033693864,127.0457412925576
14417,37.56772357057202,127.04573005247713
14440,37.54142108225173,127.04586622396218
14446,37.56754995293323,127.04488323770062
14447,37.567357034885525,127.04509201614802
14469,37.56747877672255,127.04275758948438
14470,37.56740555410124,127.04281245007388
14471,37.567524474818576,127.0429299637328
14483,37.56743440714381,127.04292908173824
14507,37.56136916577768,127.0368430202636
14508,37.56522350349616,127.04154803080914
14509,37.55910217387348,127.041050216519
14510,37.55908067145111,127.04084108431908
14618,37.5646000513901,127.0624038374786
14619,37.564557884035,127.0622462848361
14620,37.56444482076207,127.06229159496844
14635,37.5411914023051,127.01777053489997
14636,37.56343917175289,127.06138042385078
14637,37.56342171085922,127.06126540942208
14652,37.53994886257216,127.0553413173322
14659,37.54081134034724,127.05763705020811
14703,37.56587686218973,127.05827083340684
14771,37.55812078194614,127.02967899872354
14826,37.55424726295,127.03419748179708
14946,37.56132827589156,127.02393185097306
15046,37.55785662062637,127.0299776037532
15049,37.56201783644968,127.03678919237008
15064,37.56385729862311,127.04813900898118
15119,37.54834327671709,127.01806175680645
15229,37.5639595723212,127.06185488147852
15232,37.545232173755736,127.0533808230494
15358,37.56203186903719,127.0573295419814
15359,37.56188797600726,127.05739633238196
15362,37.56252452478606,127.0558723593326
15379,37.56156097091299,127.05733156048252
15380,37.56118503862572,127.05690626944488
15384,37.54960314449997,127.0196672530254
15400,37.55152753373796,127.03536462990766
15401,37.56472349869591,127.03558312009982
15402,37.55148718097554,127.03515640014636
15403,37.55144519385329,127.03551932587295
15404,37.55138739923823,127.03556564113404
15405,37.56403351641622,127.03548445909074
15643,37.559920338954086,127.01966503604478
15644,37.55938223763695,127.02034340112706
15645,37.55933767985845,127.02042111330366
15646,37.558706726669854,127.01971411238148
15680,37.55839677546027,127.01972994724925
15681,37.558094312611246,127.01919094153564
15685,37.53946890540881,127.04595482071052
15704,37.54037277340316,127.04630600254202
15724,37.55007122003663,127.03257289789023
15791,37.55782242635205,127.02420144632706
15888,37.56704752543058,127.05652754092334
15894,37.54702122063464,127.03661591802172
16273,37.558523446597306,127.03539306167788
16274,37.56195360226496,127.02486061163056
16579,37.557340808709085,127.03131949199114
16580,37.55728539371826,127.03137757909651
16603,37.54127410613189,127.05361675847416
16604,37.54110417549099,127.05338942024812
16625,37.55439488390972,127.02497610244724
16627,37.56310172066964,127.05607260335144
16628,37.55909162920437,127.04901065556696
16629,37.5592941659562,127.0493063956228
17000,37.53627344810995,127.05368896625323
17001,37.53635128206349,127.05391013676508
17002,37.546349359428646,127.05137421214198
17003,37.54665577872078,127.05124978257926
17004,37.5425219799888,127.06337816219016
17005,37.5429470960156,127.06192977199828
17006,37.54418575236991,127.05781054771722
17007,37.54494821918941,127.0552595485102
17008,37.54270495819111,127.06180821242076
17009,37.55149799104581,127.04833507437311
17103,37.57252036960843,127.03057504410091
17118,37.54733469907837,127.0233134487476
17119,37.546854997617054,127.0230463122804
17186,37.552661794125335,127.02531122048008
17207,37.572866491523705,127.03860187954918
17241,37.53919843818859,127.05329420874072
17254,37.56023241947237,127.04194134742744
17267,37.53866707224391,127.05596781222918
17268,37.53916195032503,127.05511448359024
17269,37.53706912750727,127.05420317807584
17270,37.536669370546605,127.05403914039556
17271,37.53566295105113,127.05343758720451
17272,37.53572339235116,127.05364973398544
17273,37.535890310038845,127.0535333111772
17274,37.536051353834026,127.05378596094388
17351,37.56546082473777,127.04112890114848
17377,37.56595130564076,127.04236989572853
17378,37.56571656194819,127.04262428465276
17560,37.55844150355293,127.03594584624652
17561,37.5582858710455,127.03497312325489
17562,37.55813311147592,127.0349717507711
17587,37.55356893963821,127.03826602250798
17588,37.54516613562989,127.06488113946016
17601,37.54568232731212,127.059961979974
17602,37.54608525347113,127.0586085872595
17603,37.54616372073314,127.05855678052366
17748,37.57283048194869,127.04262089145702
17953,37.56116176606192,127.04814210582911
17954,37.56119319862022,127.0482410404865
17955,37.56096443771235,127.0478164027136
18024,37.5536246384481,127.0211870020869
18054,37.54165806584432,127.0185381694328
18060,37.54193947060688,127.01847881323756
18061,37.54190776017087,127.01750217284211
18062,37.54172996381142,127.01749857325504
18075,37.5527597794221,127.02384949347464
18076,37.55331019848362,127.02071096713452
18092,37.54042835151993,127.05287286874274
18093,37.54036812340135,127.0529006501647
18094,37.5405499663237,127.05280465289118
18095,37.539480821231066,127.0552457541887
18099,37.552123953517615,127.0685162943346
18121,37.561248873921656,127.03764417877466
18122,37.561234654738655,127.03780256334127
18123,37.56124471537196,127.03779972040644
18124,37.56136301290882,127.03779666906595
18142,37.56112889416953,127.03785982923864
18143,37.56274902872879,127.03867796067954
18144,37.56262235180991,127.03870538884767
18145,37.56284562999871,127.03864989582192
18146,37.56230748713525,127.03876792906966
18147,37.56177988018996,127.0388759298215
18148,37.56169486241973,127.03889384092204
18149,37.56137558437433,127.03902894060607
18173,37.56368395715879,127.03844691396388
18397,37.54002406493079,127.0524287503594
18398,37.540116559109656,127.0524120441262
18631,37.556806813244826,127.02838645019008
18664,37.54660584456909,127.0488283605153
18826,37.563862604962495,127.06637291450876
19113,37.55231435541837,127.02384520706669
19114,37.552260333396966,127.02368292547078
19115,37.55218336856464,127.0239281725707
19116,37.55168461193627,127.02345699324152
19139,37.574043955750106,127.03885462678667
19140,37.5739906902598,127.03904951763607
19141,37.56382684975279,127.0661716826024
19142,37.551631250734665,127.02333410043444
19143,37.55103024905881,127.02309889552916
19144,37.55048236262329,127.0245389539565
19145,37.56187307928793,127.06449375060136
19146,37.56213206214823,127.06496038691752
19147,37.57410189242324,127.03784020825772
19148,37.55198906595148,127.0255484324436
19149,37.55097770698176,127.02572196259396
19179,37.55128922457083,127.03516525245912
19267,37.55736595941648,127.04093154215884
19301,37.54573345926399,127.05003915385753
19502,37.55067896531345,127.04397261893313
19577,37.55706055823367,127.04089969687332
19578,37.55582145415311,127.04070372914664
19583,37.54753445265525,127.04467935642116
19584,37.56116924602606,127.06674641888196
19611,37.55599163647545,127.04083195256128
19623,37.54988856014063,127.0444581363794
19640,37.546847226353584,127.0506896706947
19712,37.54845877063684,127.04431214600037
19716,37.54805197418242,127.06523503636129
19806,37.55673387518929,127.04092707425048
19875,37.57110116325981,127.0497237965436
19895,37.549166247293975,127.04420820717996
19896,37.54114484931,127.04826223556005
19911,37.54100538956086,127.0482028070939
19940,37.547142693840165,127.04473011497907
19956,37.5482484121379,127.06384044965895
19957,37.54657118816581,127.04481138969363
19986,37.5452412984457,127.0153575739476
20095,37.54599397391139,127.01559204263056
20097,37.54577791323784,127.01557779580644
20098,37.545421700269465,127.0153278614954
20099,37.54600977788419,127.01471555000538
20218,37.538039276828826,127.0583398666491
20232,37.54770811227059,127.05090169143162
20233,37.54691398483676,127.05049534852
20321,37.54978956887235,127.04408705369052
20322,37.54963584074493,127.044116985843
20370,37.57493796007128,127.0391256389097
20406,37.54499237486484,127.02426880512787
20411,37.57344758925625,127.0430933249339
20528,37.54510335798263,127.024018257977
20529,37.545081726061305,127.02390837586998
20530,37.54486098849556,127.0238395710096
20531,37.54656507323687,127.02317520526574
20578,37.55937277702376,127.05033079525984
20735,37.54825804262614,127.0599647614809
20741,37.55750360076672,127.04100076591396
20742,37.55759065256575,127.04048123315728
20759,37.54781150040066,127.05082566831771
20875,37.56402988088311,127.03000121624548
20982,37.54387516514739,127.02308573959684
20984,37.55210955932064,127.03513179569102
21003,37.56384919288199,127.058577546578
21117,37.55098106831246,127.02291523525916
21118,37.55092437128138,127.02321756609967
21144,37.54685598327401,127.02475798809076
21145,37.54729694035614,127.0243827501218
21150,37.540281562959954,127.04943138961684
21181,37.55571168532164,127.02453851095808
21185,37.55567556612592,127.0239168603624
21187,37.55555694570936,127.02378085356769
21267,37.55136605609145,127.04532568935925
21296,37.55794447940958,127.04048201797032
21498,37.54566430908716,127.05021080203016
21506,37.55429185150521,127.02725311865709
21544,37.55514355273522,127.04077284656675
21545,37.55399667526603,127.04131677056154
21546,37.55493203254556,127.03997793722476
21583,37.55379693372722,127.04230311239613
21615,37.55497536575916,127.0406209403118
21643,37.5542805706592,127.03947703426226
21644,37.554279507204015,127.03959736195772
21674,37.55501487732266,127.04010295213811
21685,37.55404370120629,127.0413959148019
21686,37.55440686831012,127.03959188457968
21701,37.55927616862205,127.05049246221093
21732,37.566911430441,127.05657018799982
21733,37.56617814395474,127.05570395498184
21750,37.57275649750223,127.03818270883689
21752,37.57272205178595,127.03778523843609
21760,37.57097714308141,127.0248179531658
21765,37.5703332545713,127.0257591846035
21791,37.55615918492302,127.05061352581107
21793,37.56581197015706,127.0551134697568
21794,37.56419544205876,127.0567204726821
21803,37.55742710801978,127.02984387767918
21807,37.54664170663929,127.04898475639745
21809,37.546764020699776,127.0489917680892
21858,37.56563073951192,127.04721992347108
21859,37.56576253460399,127.03918254262744
21860,37.56645955359644,127.03302787607876
21861,37.56658867985768,127.03194968722406
21862,37.56675607407402,127.03031302744722
21863,37.55002693034112,127.03087620248613
21949,37.56960859118095,127.02619973948237
22007,37.56821801077605,127.02586632189774
22099,37.55763565459313,127.03005414011793
22100,37.55589631709107,127.02646097535136
22104,37.56383787365384,127.03043362247044
22116,37.55844654969601,127.03373030709623
22184,37.54760618867367,127.03697937139772
22185,37.54761500396698,127.03676027100082
22203,37.56409612366647,127.05687876757622
22208,37.57391956226911,127.03807595837787
22209,37.57044460597096,127.0429314739627
22210,37.55816217362708,127.0321740077362
22211,37.56399513673429,127.048305457043
22212,37.56828616912396,127.04577843512116
22215,37.57385590394065,127.03830830137598
22219,37.56956579318486,127.04480768929318
22235,37.56788887480203,127.04601539037996
22238,37.564594302088686,127.028198977616
22240,37.57154010545488,127.03997620484486
22325,37.56138790899094,127.03554560657383
22330,37.56132501063507,127.03574071292336
22332,37.56117452231725,127.03570660167487
22367,37.54972978240059,127.04428518016552
22428,37.55138350211964,127.04406161090132
22429,37.5428888002174,127.06164947739776
22432,37.53977384480627,127.05206957023304
22434,37.55777638102329,127.03391757897138
22437,37.54180735626964,127.04440399846888
22442,37.54197304092425,127.04429038385528
22443,37.542144841865664,127.04446770532785
22446,37.5728629029478,127.03820445205017
22451,37.546887815814806,127.03637173429794
22454,37.54830708406431,127.06549865562104
22455,37.54639782933545,127.0501719318092
22456,37.55393697302248,127.04525192666186
22457,37.56078140258879,127.06815196088716
22469,37.55422220587542,127.02463292351612
22470,37.55488549175192,127.02457991430916
22474,37.55374469374912,127.0212116900558
22475,37.55374637464636,127.02142153524038
22497,37.55372671888668,127.03355890698036
22500,37.55161369415544,127.04459447996594
22503,37.55799190988472,127.03122980006064
22504,37.56899831228777,127.02595490989252
22505,37.55530300843149,127.02210379855224
22506,37.545234599557375,127.0171294695066
22507,37.57018498458016,127.02650491767147
22508,37.56155823617147,127.04938376509028
22551,37.57390740550557,127.03510421003084
22625,37.56625910175107,127.03474641780107
22662,37.56114331972147,127.03517854377928
22664,37.56564581525693,127.04020234346594
22665,37.57023788779583,127.0303493218259
22675,37.56566748641338,127.055293292267
22689,37.56453392320776,127.03429916544248
22690,37.56490230808256,127.0345419451565
22710,37.57005245582808,127.04886391557712
22711,37.56999851376939,127.04848205071671
22739,37.544276080322135,127.03595125463856
22740,37.544019374922776,127.03648124288182
22768,37.5463578226672,127.01855321020008
22769,37.57010073249438,127.02640202010646
22770,37.570293935125896,127.02642827106423
